start;end;pitch;pitchclass;instrument
0.9600;1.0200;72;0;"piano"
1.0200;1.5969;72;0;"piano"
1.0200;1.4450;53;5;"piano"
1.0200;1.4450;57;9;"piano"
1.4400;1.7925;60;0;"piano"
1.5900;1.8425;74;2;"piano"
1.8400;2.0931;72;0;"piano"
1.8400;2.1400;65;5;"piano"
2.0931;2.1400;72;0;"piano"
2.1400;2.8094;81;9;"piano"
2.1400;2.5450;53;5;"piano"
2.1400;2.5450;57;9;"piano"
2.5400;2.8237;60;0;"piano"
2.8400;3.2600;81;9;"piano"
2.8400;3.2600;65;5;"piano"
3.2600;3.9719;79;7;"piano"
3.2600;3.6650;50;2;"piano"
3.2600;3.6650;57;9;"piano"
3.6600;3.9438;62;2;"piano"
3.9600;4.3125;77;5;"piano"
3.9600;4.3600;65;5;"piano"
4.3600;4.7650;50;2;"piano"
4.3600;4.7650;57;9;"piano"
4.7600;5.0438;62;2;"piano"
5.0600;5.4000;76;4;"piano"
5.0600;5.4000;57;9;"piano"
5.0600;5.4000;61;1;"piano"
5.0600;5.4000;67;7;"piano"
5.4000;5.4800;74;2;"piano"
5.4000;5.7050;46;10;"piano"
5.4000;5.7050;58;10;"piano"
5.4800;5.5594;76;4;"piano"
5.5594;5.9300;74;2;"piano"
5.7000;6.0637;62;2;"piano"
5.9300;6.0800;73;1;"piano"
6.0800;6.3800;74;2;"piano"
6.0800;6.3800;67;7;"piano"
6.3800;6.4600;76;4;"piano"
6.3800;6.8650;48;0;"piano"
6.3800;6.8650;58;10;"piano"
6.4600;6.5394;77;5;"piano"
6.5394;7.0300;76;4;"piano"
6.8600;7.1775;60;0;"piano"
7.0300;7.2000;74;2;"piano"
7.2000;7.6000;76;4;"piano"
7.2000;7.6000;67;7;"piano"
7.6000;8.3400;77;5;"piano"
7.6000;7.9800;53;5;"piano"
7.6000;7.9800;57;9;"piano"
7.9800;8.3400;60;0;"piano"
8.3400;8.9000;69;9;"piano"
8.9000;9.3900;65;5;"piano"
9.8800;10.4000;48;0;"voice"
10.4000;10.8500;48;0;"voice"
10.4000;10.7050;57;9;"piano"
10.4000;10.7000;53;5;"piano"
10.7000;11.0050;60;0;"piano"
