start;end;pitch;pitchclass;instrument
0.5400;1.0200;61;1;"piano"
0.5400;1.0200;57;9;"piano"
0.5400;1.0200;42;6;"piano"
0.5400;1.0200;49;1;"piano"
1.0200;1.1725;66;6;"piano"
1.0200;1.1725;54;6;"piano"
1.1700;1.3225;68;8;"piano"
1.1700;1.3225;56;8;"piano"
1.3200;2.2531;69;9;"piano"
1.3200;1.6038;57;9;"piano"
1.6200;1.9800;57;9;"piano"
1.6200;1.9800;61;1;"piano"
1.6200;1.9800;42;6;"piano"
1.6200;1.9800;49;1;"piano"
1.6200;1.9800;54;6;"piano"
1.9800;2.3000;59;11;"piano"
1.9800;2.3000;62;2;"piano"
1.9800;2.3000;42;6;"piano"
1.9800;2.3000;50;2;"piano"
1.9800;2.3000;54;6;"piano"
2.3000;2.5125;71;11;"piano"
2.3000;2.5125;59;11;"piano"
2.5100;2.6625;73;1;"piano"
2.5100;2.6625;61;1;"piano"
2.6600;3.2294;74;2;"piano"
2.6600;2.9438;62;2;"piano"
2.9600;3.3200;62;2;"piano"
2.9600;3.3200;66;6;"piano"
2.9600;3.3200;71;11;"piano"
2.9600;3.3200;42;6;"piano"
2.9600;3.3200;50;2;"piano"
2.9600;3.3200;54;6;"piano"
3.3200;3.6400;61;1;"piano"
3.3200;3.6400;66;6;"piano"
3.3200;3.6400;69;9;"piano"
3.3200;3.6400;73;1;"piano"
3.3200;3.6400;42;6;"piano"
3.3200;3.6400;49;1;"piano"
3.3200;3.6400;54;6;"piano"
3.6400;3.8100;68;8;"piano"
3.6400;3.8100;71;11;"piano"
3.6400;3.9600;45;9;"piano"
3.8100;3.9600;66;6;"piano"
3.8100;3.9600;69;9;"piano"
3.9600;4.2600;66;6;"piano"
3.9600;4.2600;68;8;"piano"
3.9600;4.2600;49;1;"piano"
4.2600;4.7400;61;1;"piano"
4.2600;4.7400;65;5;"piano"
4.2600;4.7400;68;8;"piano"
4.2600;4.7400;73;1;"piano"
4.2600;4.7400;37;1;"piano"
4.2600;4.7400;49;1;"piano"
4.7400;5.7000;57;9;"piano"
4.7400;5.7000;61;1;"piano"
4.7400;5.7000;66;6;"piano"
4.7400;5.7000;42;6;"piano"
4.7400;5.7000;49;1;"piano"
4.7400;5.7000;54;6;"piano"
5.7000;6.3000;54;6;"piano"
5.7000;6.3000;42;6;"piano"
6.3000;6.7600;49;1;"voice"
6.3000;6.7600;57;9;"piano"
6.3000;6.7600;61;1;"piano"
6.3000;6.7600;42;6;"piano"
6.3000;6.7600;49;1;"piano"
6.7600;6.9125;54;6;"voice"
6.9100;7.0506;56;8;"voice"
7.0600;8.0800;57;9;"voice"
7.4000;7.5725;66;6;"piano"
7.4000;7.5725;54;6;"piano"
7.5700;7.7225;68;8;"piano"
7.5700;7.7225;56;8;"piano"
7.7200;8.0850;69;9;"piano"
7.7200;8.0850;57;9;"piano"
8.0800;8.3800;56;8;"voice"
8.0800;8.3850;68;8;"piano"
8.0800;8.3850;56;8;"piano"
8.3800;8.6800;54;6;"voice"
8.3800;8.6850;66;6;"piano"
8.3800;8.6850;54;6;"piano"
8.6800;9.0600;56;8;"voice"
8.6800;9.0188;62;2;"piano"
8.6800;9.0188;68;8;"piano"
8.6800;9.0188;47;11;"piano"
8.6800;9.0188;56;8;"piano"
9.0600;9.6600;49;1;"voice"
9.0600;10.4800;56;8;"piano"
9.0600;10.4800;61;1;"piano"
9.0600;10.4800;49;1;"piano"
9.0600;10.4800;53;5;"piano"
10.4800;10.9300;56;8;"voice"
10.4800;10.9300;56;8;"piano"
10.4800;10.9300;61;1;"piano"
10.4800;10.9300;68;8;"piano"
10.4800;10.9300;44;8;"piano"
10.4800;10.9300;53;5;"piano"
10.9300;11.0800;58;10;"voice"
10.9300;11.0800;56;8;"piano"
10.9300;11.0800;61;1;"piano"
10.9300;11.0800;68;8;"piano"
10.9300;11.0800;44;8;"piano"
10.9300;11.0800;53;5;"piano"
11.0800;11.2320;56;8;"voice"
11.0800;11.3800;56;8;"piano"
11.0800;11.3800;60;0;"piano"
11.0800;11.3800;63;3;"piano"
11.0800;11.3800;68;8;"piano"
11.0800;11.3800;44;8;"piano"
11.0800;11.3800;54;6;"piano"
11.2300;11.3710;54;6;"voice"
11.3800;11.5330;53;5;"voice"
11.3800;11.7800;56;8;"piano"
11.3800;11.7800;60;0;"piano"
11.3800;11.7800;63;3;"piano"
11.3800;11.7800;68;8;"piano"
11.3800;11.7800;44;8;"piano"
11.3800;11.7800;54;6;"piano"
11.5300;11.7710;51;3;"voice"
11.7800;12.3800;53;5;"voice"
11.7800;12.3800;56;8;"piano"
11.7800;12.3800;61;1;"piano"
11.7800;12.3800;65;5;"piano"
11.7800;12.3800;49;1;"piano"
11.7800;12.3800;53;5;"piano"
12.3800;12.9800;49;1;"voice"
12.3800;12.9800;56;8;"piano"
12.3800;12.9800;61;1;"piano"
12.3800;12.9800;49;1;"piano"
12.3800;12.9800;53;5;"piano"
12.9800;13.1330;68;8;"piano"
12.9800;13.5490;61;1;"piano"
12.9800;13.5800;44;8;"piano"
12.9800;13.5800;53;5;"piano"
13.1300;13.2830;73;1;"piano"
13.2800;13.4320;72;0;"piano"
13.4300;13.5710;70;10;"piano"
13.5800;13.7320;68;8;"piano"
13.5800;13.8640;60;0;"piano"
13.5800;13.8800;44;8;"piano"
13.5800;13.8800;51;3;"piano"
13.7300;13.8710;66;6;"piano"
13.8800;14.0530;65;5;"piano"
13.8800;14.1840;60;0;"piano"
13.8800;14.2000;44;8;"piano"
13.8800;14.2000;54;6;"piano"
14.0500;14.1910;63;3;"piano"
14.2000;14.8600;61;1;"piano"
14.2000;14.8600;65;5;"piano"
14.2000;14.8600;49;1;"piano"
14.2000;14.8600;53;5;"piano"
14.8600;15.7000;61;1;"piano"
14.8600;15.7000;37;1;"piano"
14.8600;15.7000;49;1;"piano"
15.7000;16.1800;49;1;"voice"
15.7000;16.1800;57;9;"piano"
15.7000;16.1800;61;1;"piano"
15.7000;16.1800;42;6;"piano"
15.7000;16.1800;49;1;"piano"
16.1800;16.3320;54;6;"voice"
16.3300;16.4710;56;8;"voice"
16.4800;17.5000;57;9;"voice"
16.7800;16.9530;66;6;"piano"
16.7800;16.9530;54;6;"piano"
16.9500;17.1020;68;8;"piano"
16.9500;17.1020;56;8;"piano"
17.1000;17.5050;69;9;"piano"
17.1000;17.5050;57;9;"piano"
17.5000;17.8400;54;6;"voice"
17.5000;17.8450;66;6;"piano"
17.5000;17.8450;54;6;"piano"
17.8400;18.1500;59;11;"voice"
17.8400;18.1600;71;11;"piano"
17.8400;18.1600;59;11;"piano"
18.1500;18.7600;57;9;"voice"
18.1500;18.6500;66;6;"piano"
18.1500;18.6500;69;9;"piano"
18.1500;18.6500;48;0;"piano"
18.1500;18.6500;57;9;"piano"
18.7600;19.4800;56;8;"voice"
18.7600;20.2000;65;5;"piano"
18.7600;20.2000;68;8;"piano"
18.7600;20.2000;49;1;"piano"
18.7600;20.2000;52;4;"piano"
18.7600;20.2000;56;8;"piano"
20.2000;20.6500;54;6;"voice"
20.2000;20.6500;61;1;"piano"
20.2000;20.6500;66;6;"piano"
20.2000;20.6500;73;1;"piano"
20.2000;20.6500;46;10;"piano"
20.2000;20.6500;54;6;"piano"
20.2000;20.6500;58;10;"piano"
20.6500;20.8000;58;10;"voice"
20.6500;20.8000;61;1;"piano"
20.6500;20.8000;66;6;"piano"
20.6500;20.8000;73;1;"piano"
20.6500;20.8000;49;1;"piano"
20.6500;20.8000;54;6;"piano"
20.6500;20.8000;58;10;"piano"
20.8000;20.9530;63;3;"voice"
20.8000;21.1000;61;1;"piano"
20.8000;21.1000;66;6;"piano"
20.8000;21.1000;70;10;"piano"
20.8000;21.1000;49;1;"piano"
20.8000;21.1000;54;6;"piano"
20.8000;21.1000;58;10;"piano"
20.9500;21.0910;61;1;"voice"
21.1000;21.2530;58;10;"voice"
21.1000;21.4600;61;1;"piano"
21.1000;21.4600;66;6;"piano"
21.1000;21.4600;49;1;"piano"
21.1000;21.4600;54;6;"piano"
21.1000;21.4600;58;10;"piano"
21.2500;21.4510;54;6;"voice"
21.4600;22.1800;56;8;"voice"
21.4600;22.1800;61;1;"piano"
21.4600;22.1800;65;5;"piano"
21.4600;22.1800;68;8;"piano"
21.4600;22.1800;49;1;"piano"
21.4600;22.1800;59;11;"piano"
22.1800;22.8200;54;6;"voice"
22.1800;22.8200;61;1;"piano"
22.1800;22.8200;66;6;"piano"
22.1800;22.8200;54;6;"piano"
22.1800;22.8200;58;10;"piano"
22.8200;23.1250;61;1;"piano"
22.8200;23.2700;46;10;"piano"
22.8200;23.2700;49;1;"piano"
22.8200;23.2700;54;6;"piano"
22.8200;23.2700;58;10;"piano"
23.1200;23.2730;66;6;"piano"
23.2700;23.4220;70;10;"piano"
23.2700;23.4200;49;1;"piano"
23.2700;23.4200;54;6;"piano"
23.2700;23.4200;58;10;"piano"
23.4200;23.5930;75;3;"piano"
23.4200;23.7400;49;1;"piano"
23.4200;23.7400;54;6;"piano"
23.4200;23.7400;58;10;"piano"
23.5900;23.7420;73;1;"piano"
23.7400;23.8920;70;10;"piano"
23.7400;24.0600;49;1;"piano"
23.7400;24.0600;54;6;"piano"
23.7400;24.0600;58;10;"piano"
23.8900;24.0510;66;6;"piano"
