start;end;pitch;pitchclass;instrument
0.6800;1.0500;59;11;"piano"
1.0500;2.0915;59;11;"piano"
1.0500;4.6900;47;11;"piano"
1.0500;4.6900;50;2;"piano"
1.0500;4.6900;54;6;"piano"
2.0800;2.3742;62;2;"piano"
2.3700;4.1904;66;6;"piano"
4.2800;4.6983;67;7;"piano"
4.6900;5.6129;66;6;"piano"
4.6900;8.7100;47;11;"piano"
4.6900;8.7100;52;4;"piano"
4.6900;8.7100;54;6;"piano"
4.6900;8.7100;58;10;"piano"
5.6400;5.9342;70;10;"piano"
5.9300;8.0704;73;1;"piano"
8.2300;8.7142;73;1;"piano"
8.7100;10.1350;79;7;"piano"
8.7100;13.0100;47;11;"piano"
8.7100;13.0100;49;1;"piano"
8.7100;13.0100;52;4;"piano"
8.7100;13.0100;55;7;"piano"
8.7100;13.0100;58;10;"piano"
10.5020;10.8780;76;4;"piano"
10.8750;11.2740;73;1;"piano"
11.2700;11.7660;70;10;"piano"
11.7620;12.2150;67;7;"piano"
12.2710;12.6110;64;4;"piano"
12.6110;13.0100;61;1;"piano"
12.7960;13.0100;62;2;"piano"
12.8930;13.0100;64;4;"piano"
13.0100;14.1930;62;2;"piano"
13.0100;16.0500;47;11;"piano"
13.0100;16.0500;50;2;"piano"
13.0100;16.0500;54;6;"piano"
13.0100;14.7100;59;11;"piano"
14.2200;14.7140;61;1;"piano"
14.7100;15.8110;59;11;"piano"
17.1500;17.7900;47;11;"voice"
17.7900;18.9000;47;11;"voice"
17.7900;21.6100;47;11;"piano"
17.7900;21.6100;50;2;"piano"
17.7900;21.6100;54;6;"piano"
17.7900;21.6100;59;11;"piano"
18.9000;19.4700;50;2;"voice"
19.4700;20.9900;54;6;"voice"
20.9900;21.6100;55;7;"voice"
21.6100;22.7200;54;6;"voice"
21.6100;26.1700;47;11;"piano"
21.6100;26.1700;52;4;"piano"
21.6100;26.1700;54;6;"piano"
21.6100;26.1700;58;10;"piano"
22.7200;23.3300;58;10;"voice"
23.3300;25.5100;61;1;"voice"
25.5100;26.1700;58;10;"voice"
26.1700;27.9420;64;4;"voice"
26.1700;30.7900;47;11;"piano"
26.1700;30.7900;49;1;"piano"
26.1700;30.7900;52;4;"piano"
26.1700;30.7900;55;7;"piano"
26.1700;30.7900;58;10;"piano"
27.9420;28.2790;61;1;"voice"
28.3750;28.9300;58;10;"voice"
28.9300;29.0080;55;7;"voice"
29.0080;29.0860;57;9;"voice"
29.0860;29.3060;55;7;"voice"
29.3020;29.7940;54;6;"voice"
29.9070;30.7900;52;4;"voice"
30.7900;30.8680;50;2;"voice"
30.7900;35.7900;47;11;"piano"
30.7900;35.7900;50;2;"piano"
30.7900;35.7900;54;6;"piano"
30.7900;35.7900;59;11;"piano"
30.8680;30.9460;52;4;"voice"
30.9460;32.8710;50;2;"voice"
32.8600;33.1420;49;1;"voice"
33.3300;34.3300;47;11;"voice"
34.8900;35.7980;78;6;"piano"
35.7900;37.1180;79;7;"piano"
35.7900;40.3900;47;11;"piano"
35.7900;40.3900;49;1;"piano"
35.7900;40.3900;52;4;"piano"
35.7900;40.3900;55;7;"piano"
35.7900;40.3900;58;10;"piano"
37.7820;38.2180;76;4;"piano"
38.2150;38.6540;73;1;"piano"
38.6500;39.1460;70;10;"piano"
