start;end;pitch;pitchclass;instrument
1.7800;2.2343;60;0;"piano"
1.7800;2.4999;45;9;"piano"
2.2315;2.3826;64;4;"piano"
2.3815;2.4947;52;4;"piano"
2.4933;2.6055;60;0;"piano"
2.4933;2.8565;44;8;"piano"
2.6041;2.7359;64;4;"piano"
2.7349;2.8481;52;4;"piano"
2.8467;2.9788;60;0;"piano"
2.8467;3.2066;45;9;"piano"
2.9774;3.0892;64;4;"piano"
3.0882;3.2014;52;4;"piano"
3.2000;3.3143;60;0;"piano"
3.2000;3.3143;48;0;"piano"
3.3115;3.4426;64;4;"piano"
3.3115;3.4426;50;2;"piano"
3.4415;3.5467;52;4;"piano"
3.4415;3.5547;48;0;"piano"
3.5533;3.6855;60;0;"piano"
3.5533;3.9133;47;11;"piano"
3.6841;3.7959;64;4;"piano"
3.7949;3.9081;52;4;"piano"
3.9067;4.0188;60;0;"piano"
3.9067;4.2466;45;9;"piano"
4.0174;4.1292;64;4;"piano"
4.1282;4.2414;52;4;"piano"
4.2400;4.3522;60;0;"piano"
4.2400;4.5799;44;8;"piano"
4.3508;4.4626;64;4;"piano"
4.4615;4.5747;52;4;"piano"
4.5733;4.7010;60;0;"piano"
4.5733;4.9293;45;9;"piano"
4.6982;4.8159;64;4;"piano"
4.8149;4.9401;52;4;"piano"
4.9467;5.0676;60;0;"piano"
4.9467;5.3232;41;5;"piano"
5.0649;5.1892;64;4;"piano"
5.1882;5.3128;52;4;"piano"
5.3100;5.4321;60;0;"piano"
5.3100;5.6699;40;4;"piano"
5.4308;5.5426;64;4;"piano"
5.5415;5.6594;52;4;"piano"
5.6567;5.7855;60;0;"piano"
5.6567;6.0133;39;3;"piano"
5.7841;5.8959;64;4;"piano"
5.8949;6.0081;52;4;"piano"
6.0067;6.1188;60;0;"piano"
6.0067;6.1188;40;4;"piano"
6.1174;6.2292;64;4;"piano"
6.1174;6.2292;41;5;"piano"
6.2282;6.3534;52;4;"piano"
6.2282;6.3614;40;4;"piano"
6.3600;6.4721;60;0;"piano"
6.3600;6.6999;38;2;"piano"
6.4708;6.5826;64;4;"piano"
6.5815;6.6947;52;4;"piano"
6.6933;6.8055;60;0;"piano"
6.6933;7.0333;36;0;"piano"
6.8041;6.9159;64;4;"piano"
6.9149;7.0281;52;4;"piano"
7.0267;7.1388;60;0;"piano"
7.0267;7.3666;35;11;"piano"
7.1374;7.2492;64;4;"piano"
7.2482;7.3614;52;4;"piano"
7.3600;7.4521;60;0;"piano"
7.3600;7.6626;36;0;"piano"
7.4508;7.5626;64;4;"piano"
7.5615;7.6835;52;4;"piano"
7.6933;7.8055;57;9;"piano"
7.6933;8.0333;38;2;"piano"
7.8041;7.9159;62;2;"piano"
7.9149;8.0280;50;2;"piano"
8.0267;8.1388;57;9;"piano"
8.0267;8.3666;37;1;"piano"
8.1374;8.2492;61;1;"piano"
8.2482;8.3614;49;1;"piano"
8.3600;8.4721;57;9;"piano"
8.3600;8.6999;38;2;"piano"
8.4708;8.5826;62;2;"piano"
8.5815;8.6947;50;2;"piano"
8.6933;8.8055;57;9;"piano"
8.6933;8.8055;41;5;"piano"
8.8041;8.9159;65;5;"piano"
8.8041;8.9159;43;7;"piano"
8.9149;9.0201;53;5;"piano"
8.9149;9.0280;41;5;"piano"
9.0267;9.1388;57;9;"piano"
9.0267;9.3666;40;4;"piano"
9.1374;9.2492;64;4;"piano"
9.2482;9.3614;52;4;"piano"
9.3600;9.4721;57;9;"piano"
9.3600;9.7199;38;2;"piano"
9.4708;9.5826;62;2;"piano"
9.5815;9.7147;50;2;"piano"
9.7133;9.8255;53;5;"piano"
9.7133;10.0530;36;0;"piano"
9.8241;9.9359;60;0;"piano"
9.9349;10.0480;48;0;"piano"
10.0470;10.1590;53;5;"piano"
10.0470;10.3560;34;10;"piano"
10.1570;10.2620;58;10;"piano"
10.2680;10.3800;46;10;"piano"
10.3800;11.7220;28;4;"piano"
10.3800;11.7220;40;4;"piano"
10.3800;11.1730;36;0;"piano"
10.3800;10.4960;52;4;"piano"
10.4920;10.6240;57;9;"piano"
10.6220;10.8160;45;9;"piano"
10.8130;10.9270;52;4;"piano"
10.9240;11.0370;57;9;"piano"
11.0350;11.1490;45;9;"piano"
11.1470;11.7870;35;11;"piano"
11.1470;11.2520;52;4;"piano"
11.2570;11.3690;56;8;"piano"
11.3680;11.4810;44;8;"piano"
11.4800;11.9330;52;4;"voice"
11.4800;11.6320;52;4;"piano"
11.6310;11.7430;56;8;"piano"
11.7420;11.9170;44;8;"piano"
11.9330;12.2670;52;4;"voice"
11.9330;12.0450;60;0;"piano"
11.9330;12.2730;33;9;"piano"
11.9330;12.2730;45;9;"piano"
12.0440;12.1560;64;4;"piano"
12.1550;12.2680;52;4;"piano"
12.2670;12.6000;52;4;"voice"
12.2670;12.3790;60;0;"piano"
12.2670;12.6070;44;8;"piano"
12.3770;12.4890;64;4;"piano"
12.4880;12.6010;52;4;"piano"
12.6000;12.9530;52;4;"voice"
12.6000;12.7320;60;0;"piano"
12.6000;12.9600;45;9;"piano"
12.7310;12.8430;64;4;"piano"
12.8420;12.9550;52;4;"piano"
12.9530;13.3070;57;9;"voice"
12.9530;13.0650;60;0;"piano"
12.9530;13.0650;48;0;"piano"
13.0640;13.1760;64;4;"piano"
13.0640;13.1760;50;2;"piano"
13.1750;13.3000;52;4;"piano"
13.1750;13.3000;48;0;"piano"
13.3070;13.6800;60;0;"voice"
13.3070;13.4190;60;0;"piano"
13.3070;14.3860;38;2;"piano"
13.4170;13.5490;65;5;"piano"
13.5480;13.6810;53;5;"piano"
13.6800;14.3670;59;11;"voice"
13.6800;13.7920;59;11;"piano"
13.7910;13.9030;65;5;"piano"
13.9020;14.0150;53;5;"piano"
14.0130;14.1250;59;11;"piano"
14.1240;14.2360;65;5;"piano"
14.2350;14.3680;53;5;"piano"
14.3670;14.7800;57;9;"voice"
14.3670;14.4790;57;9;"piano"
14.3670;14.7630;41;5;"piano"
14.4770;14.6690;62;2;"piano"
14.6680;14.7730;50;2;"piano"
14.7800;15.1130;56;8;"voice"
14.7800;14.8920;56;8;"piano"
14.7800;15.1200;40;4;"piano"
14.8910;15.0030;64;4;"piano"
15.0020;15.1150;52;4;"piano"
15.1130;15.4470;56;8;"voice"
15.1130;15.2250;59;11;"piano"
15.1130;15.4530;38;2;"piano"
15.2240;15.3360;64;4;"piano"
15.3350;15.4480;52;4;"piano"
15.4470;15.7800;57;9;"voice"
15.4470;15.5590;57;9;"piano"
15.4470;15.7870;36;0;"piano"
15.5570;15.6690;64;4;"piano"
15.6680;15.7810;52;4;"piano"
15.7800;16.1930;59;11;"voice"
15.7800;15.8920;56;8;"piano"
15.7800;15.8920;62;2;"piano"
15.7800;15.8920;28;4;"piano"
15.8910;16.0030;64;4;"piano"
15.8910;16.0030;29;5;"piano"
16.0020;16.1740;52;4;"piano"
16.0020;16.1740;28;4;"piano"
16.1930;16.5530;52;4;"voice"
16.1930;16.3210;57;9;"piano"
16.1930;16.3210;60;0;"piano"
16.1930;16.8930;33;9;"piano"
16.3180;16.4360;64;4;"piano"
16.4350;16.5480;52;4;"piano"
16.5470;17.1800;57;9;"voice"
16.5470;16.6590;60;0;"piano"
16.6570;16.7690;64;4;"piano"
16.7680;16.8810;52;4;"piano"
16.8800;16.9920;60;0;"piano"
16.8800;17.2600;36;0;"piano"
16.9910;17.1030;64;4;"piano"
17.1020;17.2550;52;4;"piano"
17.2530;17.6270;52;4;"voice"
17.2530;17.3850;60;0;"piano"
17.2530;17.6090;40;4;"piano"
17.3840;17.4960;64;4;"piano"
17.4950;17.6200;52;4;"piano"
17.6270;17.9800;52;4;"voice"
17.6270;17.7480;60;0;"piano"
17.6270;17.9870;45;9;"piano"
17.7450;17.8690;64;4;"piano"
17.8680;17.9810;52;4;"piano"
17.9800;18.1470;53;5;"voice"
17.9800;18.0920;60;0;"piano"
17.9800;18.3400;44;8;"piano"
18.0910;18.2230;64;4;"piano"
18.1470;18.3330;52;4;"voice"
18.2220;18.3350;52;4;"piano"
18.3330;18.6870;52;4;"voice"
18.3330;18.4650;60;0;"piano"
18.3330;18.6930;45;9;"piano"
18.4640;18.5760;64;4;"piano"
18.5750;18.6880;52;4;"piano"
18.6870;18.8530;57;9;"voice"
18.6870;18.7990;60;0;"piano"
18.6870;18.7990;48;0;"piano"
18.7970;18.9090;64;4;"piano"
18.7970;18.9090;50;2;"piano"
18.8530;19.0200;60;0;"voice"
18.9080;19.0130;52;4;"piano"
18.9080;19.0130;48;0;"piano"
19.0200;19.4330;64;4;"voice"
19.0200;19.1590;60;0;"piano"
19.0200;20.1190;38;2;"piano"
19.1530;19.3230;65;5;"piano"
19.3220;19.4350;53;5;"piano"
19.4330;19.9420;62;2;"voice"
19.4330;19.5450;59;11;"piano"
19.5440;19.6560;65;5;"piano"
19.6550;19.7680;53;5;"piano"
19.7670;19.8790;59;11;"piano"
19.8770;19.9890;65;5;"piano"
19.9330;20.0910;60;0;"voice"
19.9880;20.1010;53;5;"piano"
20.1000;20.3090;59;11;"voice"
20.1000;20.2520;57;9;"piano"
20.1000;20.4630;41;5;"piano"
20.2510;20.3630;62;2;"piano"
20.3070;20.4790;57;9;"voice"
20.3620;20.4830;50;2;"piano"
20.4930;20.8470;56;8;"voice"
20.4930;20.6250;56;8;"piano"
20.4930;20.8530;40;4;"piano"
20.6240;20.7360;64;4;"piano"
20.7350;20.8480;52;4;"piano"
20.8470;21.1800;56;8;"voice"
20.8470;20.9590;59;11;"piano"
20.8470;21.1870;38;2;"piano"
20.9570;21.0690;64;4;"piano"
21.0680;21.1810;52;4;"piano"
21.1800;21.5130;57;9;"voice"
21.1800;21.2920;57;9;"piano"
21.1800;21.5200;36;0;"piano"
21.2910;21.4030;64;4;"piano"
21.4020;21.5150;52;4;"piano"
21.5130;21.9670;59;11;"voice"
21.5130;21.6810;56;8;"piano"
21.5130;21.6810;62;2;"piano"
21.5130;21.6810;28;4;"piano"
21.6780;21.7960;64;4;"piano"
21.6780;21.7960;29;5;"piano"
21.7950;21.9600;52;4;"piano"
21.7950;21.9680;28;4;"piano"
