start;end;pitch;pitchclass;instrument
0.7600;1.9700;46;10;"piano"
0.7600;1.9700;49;1;"piano"
1.3600;3.0800;53;5;"piano"
1.9700;3.0800;61;1;"piano"
2.4400;3.0800;46;10;"piano"
2.4400;3.0800;49;1;"piano"
3.0800;4.2100;46;10;"piano"
3.0800;4.2100;50;2;"piano"
3.6900;5.3200;53;5;"piano"
4.2100;5.3200;56;8;"piano"
4.2100;5.3200;58;10;"piano"
4.7600;5.3200;46;10;"piano"
4.7600;5.3200;50;2;"piano"
5.3200;6.4200;46;10;"piano"
5.3200;6.4200;51;3;"piano"
5.9100;7.5600;55;7;"piano"
6.4200;7.5600;58;10;"piano"
6.4200;7.5600;63;3;"piano"
6.9400;7.5600;46;10;"piano"
6.9400;7.5600;51;3;"piano"
7.5600;8.6900;46;10;"piano"
7.5600;8.6900;51;3;"piano"
8.2000;9.9200;54;6;"piano"
8.6900;9.9200;58;10;"piano"
9.2700;9.9200;46;10;"piano"
9.2700;9.9200;51;3;"piano"
9.9200;11.1600;46;10;"piano"
9.9200;11.1600;50;2;"piano"
10.4800;12.5600;53;5;"piano"
11.1600;12.5600;58;10;"piano"
11.1600;12.5600;65;5;"piano"
11.7000;12.5600;46;10;"piano"
11.7000;12.5600;49;1;"piano"
12.5600;17.5700;41;5;"piano"
12.5600;17.5700;48;0;"piano"
13.5000;17.5700;53;5;"piano"
14.1400;17.5700;57;9;"piano"
14.1400;17.5700;65;5;"piano"
17.5700;18.1400;53;5;"voice"
18.1400;18.6300;53;5;"voice"
18.1400;18.7800;46;10;"piano"
18.1400;18.7800;49;1;"piano"
18.4800;20.6400;58;10;"piano"
18.6300;18.7800;54;6;"voice"
18.7800;20.0200;53;5;"voice"
18.7800;20.6400;70;10;"piano"
20.0200;20.6400;53;5;"voice"
20.0200;20.6400;46;10;"piano"
20.0200;20.6400;50;2;"piano"
20.6400;22.0100;56;8;"voice"
20.6400;22.1800;46;10;"piano"
20.6400;22.1800;51;3;"piano"
21.8600;23.0600;58;10;"piano"
22.0100;22.1800;54;6;"voice"
22.1800;22.7000;54;6;"voice"
22.1800;23.0600;70;10;"piano"
22.7000;23.0600;54;6;"voice"
22.7000;23.0600;46;10;"piano"
22.7000;23.0600;51;3;"piano"
23.0600;23.9300;57;9;"voice"
23.0600;24.2400;46;10;"piano"
23.0600;24.2400;51;3;"piano"
23.7000;25.5000;53;5;"piano"
23.9300;24.2400;57;9;"voice"
24.2400;24.8400;60;0;"voice"
24.2400;25.5000;65;5;"piano"
24.8400;25.1720;58;10;"voice"
24.8400;25.5000;46;10;"piano"
24.8400;25.5000;51;3;"piano"
25.1700;25.4910;57;9;"voice"
25.5000;26.1000;58;10;"voice"
25.5000;26.1000;46;10;"piano"
25.5000;26.1000;49;1;"piano"
25.8000;28.0000;53;5;"piano"
26.1000;27.2400;46;10;"voice"
26.1000;28.0000;65;5;"piano"
27.2400;28.0000;46;10;"piano"
27.2400;28.0000;49;1;"piano"
28.0000;29.2600;46;10;"piano"
28.0000;29.2600;51;3;"piano"
28.0000;29.2600;54;6;"piano"
28.5900;30.4400;58;10;"piano"
29.2600;30.4400;70;10;"piano"
29.7600;30.4400;58;10;"voice"
29.7600;30.4400;46;10;"piano"
29.7600;30.4400;51;3;"piano"
29.7600;30.4400;54;6;"piano"
30.4400;31.4700;58;10;"voice"
30.4400;31.6200;46;10;"piano"
30.4400;31.6200;49;1;"piano"
30.4400;31.6200;53;5;"piano"
31.3200;32.8000;58;10;"piano"
31.4700;31.6200;46;10;"voice"
31.6200;32.3600;46;10;"voice"
31.6200;32.8000;61;1;"piano"
31.6200;32.8000;65;5;"piano"
32.3600;32.8000;48;0;"voice"
32.3600;32.8000;46;10;"piano"
32.3600;32.8000;49;1;"piano"
32.3600;32.8000;53;5;"piano"
32.8000;33.8500;49;1;"voice"
32.8000;34.0200;44;8;"piano"
32.8000;34.0200;49;1;"piano"
32.8000;34.0200;53;5;"piano"
33.4600;34.6000;56;8;"piano"
33.8500;34.0200;51;3;"voice"
34.0200;34.6000;53;5;"voice"
34.0200;34.6050;68;8;"piano"
34.6000;35.2200;54;6;"voice"
34.6000;35.2040;58;10;"piano"
34.6000;35.2040;70;10;"piano"
34.6000;35.2200;42;6;"piano"
34.6000;35.2200;49;1;"piano"
34.6000;35.2200;51;3;"piano"
35.2200;35.7600;56;8;"voice"
35.2200;35.7850;56;8;"piano"
35.2200;35.7850;68;8;"piano"
35.2200;35.7850;41;5;"piano"
35.2200;35.7600;49;1;"piano"
35.2200;35.7850;53;5;"piano"
35.7600;36.3200;58;10;"voice"
35.7600;36.3250;54;6;"piano"
35.7600;36.3250;66;6;"piano"
35.7600;36.3250;42;6;"piano"
35.7600;36.3200;49;1;"piano"
35.7600;36.3250;51;3;"piano"
36.3200;36.9800;56;8;"voice"
36.3200;36.9850;65;5;"piano"
36.3200;36.9800;44;8;"piano"
36.3200;36.9850;49;1;"piano"
36.3200;36.9850;53;5;"piano"
36.9800;37.1380;58;10;"voice"
36.9800;37.5640;56;8;"piano"
36.9800;37.5640;68;8;"piano"
36.9800;37.5640;44;8;"piano"
36.9800;37.5640;51;3;"piano"
36.9800;37.5640;54;6;"piano"
37.1300;37.6710;60;0;"voice"
37.6800;38.7400;61;1;"voice"
37.6800;38.7400;49;1;"piano"
37.6800;38.7400;53;5;"piano"
38.4000;40.0000;61;1;"piano"
38.7400;39.3800;49;1;"voice"
38.7400;40.0000;73;1;"piano"
39.3800;40.0000;49;1;"piano"
39.3800;40.0000;53;5;"piano"
40.0000;40.6000;46;10;"piano"
40.0000;40.6000;49;1;"piano"
40.0000;40.6000;53;5;"piano"
40.3000;42.4400;65;5;"piano"
40.6000;42.4400;77;5;"piano"
41.8000;42.4400;53;5;"voice"
41.8000;42.4400;46;10;"piano"
41.8000;42.4400;49;1;"piano"
41.8000;42.4400;53;5;"piano"
42.4400;43.2500;53;5;"voice"
42.4400;43.7300;44;8;"piano"
42.4400;43.7300;50;2;"piano"
42.4400;43.7300;53;5;"piano"
43.0200;43.7490;59;11;"piano"
43.0200;43.7490;71;11;"piano"
43.2500;43.7300;53;5;"voice"
43.7300;43.8900;53;5;"voice"
43.7300;44.2790;58;10;"piano"
43.7300;44.2790;70;10;"piano"
43.8900;44.0400;53;5;"voice"
44.0400;44.1900;58;10;"voice"
44.0400;44.9000;44;8;"piano"
44.0400;44.9000;46;10;"piano"
44.0400;44.9000;50;2;"piano"
44.0400;44.9000;53;5;"piano"
44.1900;44.9000;50;2;"voice"
44.9000;46.0200;51;3;"voice"
44.9000;46.0200;43;7;"piano"
44.9000;46.0200;46;10;"piano"
44.9000;46.0200;51;3;"piano"
45.3300;46.0290;57;9;"piano"
45.3300;46.0290;69;9;"piano"
