start;end;pitch;pitchclass;instrument
1.1400;2.4800;50;2;"piano"
2.4800;3.4615;55;7;"piano"
2.4800;3.4615;59;11;"piano"
2.4800;3.6490;50;2;"piano"
2.4800;3.4615;43;7;"piano"
3.4500;3.7850;54;6;"piano"
3.4500;3.7850;57;9;"piano"
3.4500;3.7850;38;2;"piano"
3.8400;5.5442;50;2;"piano"
3.8400;5.5442;54;6;"piano"
3.8400;5.5442;57;9;"piano"
3.8400;5.5442;38;2;"piano"
5.5000;6.0304;53;5;"piano"
5.5000;6.0304;55;7;"piano"
5.5000;6.0304;59;11;"piano"
5.5000;6.0304;43;7;"piano"
6.1600;7.1615;52;4;"piano"
6.1600;7.1500;55;7;"piano"
6.1600;7.1615;60;0;"piano"
6.1600;7.1615;36;0;"piano"
7.1500;7.4675;50;2;"piano"
7.1500;7.4675;55;7;"piano"
7.1500;7.4675;59;11;"piano"
7.1500;7.4675;43;7;"piano"
7.5000;9.4400;50;2;"piano"
7.5000;9.4400;55;7;"piano"
7.5000;9.4400;59;11;"piano"
7.5000;9.4400;43;7;"piano"
9.4400;10.4000;50;2;"piano"
9.4400;10.4000;55;7;"piano"
9.4400;10.4000;59;11;"piano"
9.4400;10.4000;43;7;"piano"
10.4000;11.3190;59;11;"piano"
10.4000;11.7000;50;2;"piano"
10.4000;11.7200;54;6;"piano"
10.4000;11.7400;38;2;"piano"
10.4000;11.7400;48;0;"piano"
11.2500;11.7000;57;9;"piano"
11.7000;11.7040;57;9;"piano"
11.7000;13.1820;50;2;"piano"
11.7000;13.1080;43;7;"piano"
11.7000;13.1080;47;11;"piano"
11.9500;12.2600;55;7;"piano"
12.2600;12.5100;54;6;"piano"
12.5100;12.7600;55;7;"piano"
13.3000;14.6830;57;9;"piano"
13.3000;15.0530;50;2;"piano"
13.3000;15.0530;55;7;"piano"
13.3000;15.0800;43;7;"piano"
14.6700;15.0640;59;11;"piano"
15.0800;15.9220;59;11;"piano"
15.0800;16.2800;50;2;"piano"
15.0800;16.3000;54;6;"piano"
