start;end;pitch;pitchclass;instrument
0.3000;0.5200;59;11;"piano"
0.3000;0.7400;47;11;"piano"
0.5200;0.7400;54;6;"piano"
0.7400;0.9400;51;3;"piano"
0.9400;1.1800;59;11;"piano"
0.9400;1.4000;47;11;"piano"
1.1800;1.4000;54;6;"piano"
1.4000;1.6400;51;3;"piano"
1.6400;1.9400;59;11;"piano"
1.6400;2.0600;47;11;"piano"
1.9400;2.0600;54;6;"piano"
2.0600;2.2800;51;3;"piano"
2.2800;2.5000;59;11;"piano"
2.2800;2.6800;47;11;"piano"
2.5000;2.6800;54;6;"piano"
2.6800;2.9600;51;3;"piano"
2.9600;3.2833;63;3;"piano"
2.9600;3.2400;59;11;"piano"
2.9600;3.3800;47;11;"piano"
3.2400;3.3800;54;6;"piano"
3.2833;3.3800;66;6;"piano"
3.3800;3.5800;66;6;"piano"
3.3800;3.5800;51;3;"piano"
3.5800;3.8500;66;6;"piano"
3.5800;3.8170;59;11;"piano"
3.5800;4.0000;47;11;"piano"
3.8170;4.0000;54;6;"piano"
3.8500;4.0000;71;11;"piano"
4.0000;4.2400;71;11;"piano"
4.0000;4.2400;51;3;"piano"
4.2400;4.4850;66;6;"piano"
4.2400;4.4800;59;11;"piano"
4.2400;4.7800;47;11;"piano"
4.4800;4.7850;63;3;"piano"
4.4800;4.7800;54;6;"piano"
4.7800;4.9250;66;6;"piano"
4.7800;4.9200;51;3;"piano"
4.9200;5.1450;71;11;"piano"
4.9200;5.1400;59;11;"piano"
4.9200;5.3200;47;11;"piano"
5.1400;5.3250;66;6;"piano"
5.1400;5.3200;54;6;"piano"
5.3200;5.5288;63;3;"piano"
5.3200;5.5400;51;3;"piano"
5.5400;5.8700;66;6;"piano"
5.5400;5.7971;59;11;"piano"
5.5400;6.0200;47;11;"piano"
5.7971;6.0200;54;6;"piano"
5.8700;6.0200;71;11;"piano"
6.0200;6.2000;71;11;"piano"
6.0200;6.2000;51;3;"piano"
6.2000;6.5100;71;11;"piano"
6.2000;6.4563;59;11;"piano"
6.2000;6.6600;47;11;"piano"
6.4563;6.6600;54;6;"piano"
6.5100;6.6600;75;3;"piano"
6.6600;6.9450;75;3;"piano"
6.6600;6.9450;51;3;"piano"
6.9450;7.1250;75;3;"piano"
6.9450;7.1200;59;11;"piano"
6.9450;7.3200;47;11;"piano"
7.1200;7.3250;71;11;"piano"
7.1200;7.3200;54;6;"piano"
7.3200;7.5450;75;3;"piano"
7.3200;7.5400;51;3;"piano"
7.5400;7.7650;78;6;"piano"
7.5400;7.7600;59;11;"piano"
7.5400;7.9600;47;11;"piano"
7.7600;7.9650;75;3;"piano"
7.7600;7.9600;54;6;"piano"
7.9600;8.1838;71;11;"piano"
