start;end;pitch;pitchclass;instrument
1.9600;2.3500;58;10;"piano"
2.3500;3.2115;58;10;"piano"
2.3500;6.1900;46;10;"piano"
2.3500;6.1900;49;1;"piano"
2.3500;6.1900;53;5;"piano"
3.2000;3.5142;61;1;"piano"
3.5100;5.1704;65;5;"piano"
5.8600;6.1942;66;6;"piano"
6.1900;6.9929;65;5;"piano"
6.1900;10.2900;46;10;"piano"
6.1900;10.2900;51;3;"piano"
6.1900;10.2900;53;5;"piano"
6.1900;10.2900;57;9;"piano"
7.0200;7.2742;69;9;"piano"
7.2700;8.9304;72;0;"piano"
9.0200;10.2940;72;0;"piano"
10.2900;11.5510;78;6;"piano"
10.2900;15.4700;46;10;"piano"
10.2900;15.4700;48;0;"piano"
10.2900;15.4700;51;3;"piano"
10.2900;15.4700;54;6;"piano"
10.2900;15.4700;57;9;"piano"
12.4620;12.8780;75;3;"piano"
12.8750;13.2340;72;0;"piano"
13.2300;13.7060;69;9;"piano"
13.7020;14.3600;66;6;"piano"
14.7150;14.9280;63;3;"piano"
14.9280;15.4700;60;0;"piano"
15.0760;15.4700;61;1;"piano"
15.2590;15.4700;63;3;"piano"
15.4700;16.4130;61;1;"piano"
15.4700;18.5900;46;10;"piano"
15.4700;18.5900;49;1;"piano"
15.4700;18.5900;53;5;"piano"
15.4700;16.7700;58;10;"piano"
16.4400;16.7740;60;0;"piano"
16.7700;18.0860;58;10;"piano"
19.2700;20.2900;46;10;"voice"
20.2900;21.2400;46;10;"voice"
20.2900;23.8500;46;10;"piano"
20.2900;23.8500;49;1;"piano"
20.2900;23.8500;53;5;"piano"
20.2900;23.8500;58;10;"piano"
21.2400;21.4900;49;1;"voice"
21.4900;23.1900;53;5;"voice"
23.1900;23.8500;54;6;"voice"
23.8500;24.6800;53;5;"voice"
23.8500;28.1500;46;10;"piano"
23.8500;28.1500;51;3;"piano"
23.8500;28.1500;53;5;"piano"
23.8500;28.1500;57;9;"piano"
24.6800;25.5900;57;9;"voice"
25.5900;27.4100;60;0;"voice"
27.4100;28.1500;57;9;"voice"
28.1500;29.6020;63;3;"voice"
28.1500;32.4700;46;10;"piano"
28.1500;32.4700;48;0;"piano"
28.1500;32.4700;51;3;"piano"
28.1500;32.4700;54;6;"piano"
28.1500;32.4700;57;9;"piano"
29.6020;29.9950;60;0;"voice"
30.0150;30.7300;57;9;"voice"
30.7300;30.8080;54;6;"voice"
30.8080;30.8860;56;8;"voice"
30.8860;31.0660;54;6;"voice"
31.0620;31.6280;53;5;"voice"
31.7550;32.4700;51;3;"voice"
32.4700;32.5480;49;1;"voice"
32.4700;37.2700;46;10;"piano"
32.4700;37.2700;49;1;"piano"
32.4700;37.2700;53;5;"piano"
32.4700;37.2700;58;10;"piano"
32.5480;32.6260;51;3;"voice"
