start;end;pitch;pitchclass;instrument
0.2400;0.3925;62;2;"piano"
0.2400;0.3925;50;2;"piano"
0.3900;0.4825;67;7;"piano"
0.3900;0.4825;55;7;"piano"
0.4800;0.6006;70;10;"piano"
0.4800;0.6006;58;10;"piano"
0.6100;0.9150;74;2;"piano"
0.6100;0.9150;62;2;"piano"
0.9100;1.2150;70;10;"piano"
0.9100;1.2150;58;10;"piano"
1.2100;1.4937;67;7;"piano"
1.2100;1.4937;55;7;"piano"
1.5100;1.9800;62;2;"piano"
1.5100;1.9800;50;2;"piano"
1.9800;2.1325;75;3;"piano"
1.9800;2.1325;63;3;"piano"
2.1300;2.2425;74;2;"piano"
2.1300;2.2425;62;2;"piano"
2.2400;2.3606;75;3;"piano"
2.2400;2.3606;63;3;"piano"
2.3700;2.6550;74;2;"piano"
2.3700;2.6550;62;2;"piano"
2.6500;2.9550;70;10;"piano"
2.6500;2.9550;58;10;"piano"
2.9500;3.2338;67;7;"piano"
2.9500;3.2338;55;7;"piano"
3.2500;3.7869;62;2;"piano"
3.2500;3.7869;50;2;"piano"
3.7800;3.9125;63;3;"piano"
3.7800;3.9125;51;3;"piano"
3.9100;4.0225;62;2;"piano"
3.9100;4.0225;50;2;"piano"
4.0200;4.1269;63;3;"piano"
4.0200;4.1269;51;3;"piano"
4.1300;4.4150;65;5;"piano"
4.1300;4.4150;53;5;"piano"
4.4100;4.6925;62;2;"piano"
4.4100;4.6925;50;2;"piano"
4.6900;4.9550;60;0;"piano"
4.6900;4.9550;48;0;"piano"
4.9500;5.2550;58;10;"piano"
4.9500;5.2550;46;10;"piano"
5.2500;5.5550;57;9;"piano"
5.2500;5.5550;45;9;"piano"
5.5500;5.6762;55;7;"piano"
5.5500;5.6762;43;7;"piano"
5.7700;5.8356;55;7;"piano"
5.7700;5.8144;57;9;"piano"
5.7700;5.8356;43;7;"piano"
5.7700;5.8144;45;9;"piano"
5.8519;5.9250;58;10;"piano"
5.8519;5.8612;57;9;"piano"
5.8519;5.9250;46;10;"piano"
5.8519;5.8612;45;9;"piano"
5.9544;6.0400;57;9;"piano"
5.9544;6.0400;45;9;"piano"
6.0762;6.1775;58;10;"piano"
6.0762;6.1775;46;10;"piano"
6.2181;6.2837;57;9;"piano"
6.2181;6.2837;45;9;"piano"
6.3000;6.3656;58;10;"piano"
6.3000;6.3656;46;10;"piano"
6.3825;6.4481;57;9;"piano"
6.3825;6.4481;45;9;"piano"
6.4644;6.5500;58;10;"piano"
6.4644;6.5500;46;10;"piano"
6.5662;6.6319;57;9;"piano"
6.5662;6.6319;45;9;"piano"
6.6481;6.7737;58;10;"piano"
6.6481;6.7737;46;10;"piano"
6.7762;6.8700;55;7;"piano"
6.7762;6.8700;43;7;"piano"
6.8231;6.8700;57;9;"piano"
6.8256;6.8700;45;9;"piano"
6.8700;7.3312;55;7;"piano"
6.8700;7.3312;43;7;"piano"
7.4200;7.5725;57;9;"piano"
7.4200;7.5725;45;9;"piano"
7.5700;7.7225;55;7;"piano"
7.5700;7.7225;43;7;"piano"
7.7200;7.7566;57;9;"piano"
7.7200;7.7566;45;9;"piano"
7.8100;7.8756;55;7;"piano"
7.8100;7.8544;57;9;"piano"
7.8100;7.8756;43;7;"piano"
7.8100;7.8544;45;9;"piano"
7.8919;7.9575;58;10;"piano"
7.8919;7.9012;57;9;"piano"
7.8919;7.9575;46;10;"piano"
7.8919;7.9012;45;9;"piano"
7.9744;8.0400;57;9;"piano"
7.9744;8.0400;45;9;"piano"
8.0562;8.1219;58;10;"piano"
8.0562;8.1219;46;10;"piano"
8.1381;8.2863;57;9;"piano"
8.1381;8.2863;45;9;"piano"
8.3400;8.4056;58;10;"piano"
8.3400;8.4056;46;10;"piano"
8.4225;8.5787;57;9;"piano"
8.4225;8.5787;45;9;"piano"
8.6044;8.6700;58;10;"piano"
8.6044;8.6700;46;10;"piano"
8.6862;8.7519;57;9;"piano"
8.6862;8.7519;45;9;"piano"
8.7681;8.8338;58;10;"piano"
8.7681;8.8338;46;10;"piano"
8.8362;8.9300;55;7;"piano"
8.8362;8.9300;43;7;"piano"
