start;end;shorthand;extended;majmin;majmin_inv
0.3;1.56;"G:min";"G:(b3,5)";"G:min";"G:min"
1.56;2.32;"D:(*3,9)";"D:(*3,9)";"D:maj";"D:maj"
2.32;3.58;"G:min";"G:(b3,5)";"G:min";"G:min"
3.58;3.9;"D:(*3,9)";"D:(*3,9)";"D:maj";"D:maj"
3.9;4.68;"D:min7";"D:(b3,5,b7)";"D:min";"D:min"
4.68;9.98;"G:min";"G:(b3,5)";"G:min";"G:min"
9.98;11.6;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
11.6;14;"G:min";"G:(b3,5)";"G:min";"G:min"
14;14.62;"A:7/C#";"A:(3,5,b7)/C#";"A:maj";"A:maj/C#"
14.62;17.48;"D:maj";"D:(3,5)";"D:maj";"D:maj"
17.48;19.26;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
19.26;20.16;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
20.16;2.32;"A:dim/A#";"A:(b3,b5)/A#";"A:min";"A:min/A#"
21;22.66;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
22.66;23.48;"G:min7";"G:(b3,5,b7)";"G:min";"G:min"
23.48;24.06;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
24.06;24.36;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
24.36;25.92;"D:min";"D:(b3,5)";"D:min";"D:min"
25.92;26.62;"E:dim/G";"E:(b3,b5)/G";"E:min";"E:min/G"
26.62;27.52;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
27.52;28.42;"E:dim/G";"E:(b3,b5)/G";"E:min";"E:min/G"
28.42;29.16;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
29.16;29.92;"F#:dim/A";"F#:(b3,b5)/A";"F#:min";"F#:min/A"
29.92;31;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
31;31.9;"F#:dim/A";"F#:(b3,b5)/A";"F#:min";"F#:min/A"
31.9;32.6;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
32.6;33.46;"G:(3,5,b7,b9)/B";"G:(3,5,b7,b9)/B";"G:maj";"G:maj/B"
33.46;34.3;"C:min";"C:(b3,5)";"C:min";"C:min"
34.3;35.06;"C:(3,5,b7,b9)/E";"C:(3,5,b7,b9)/E";"C:maj";"C:maj/E"
35.06;35.98;"F:min";"F:(b3,5)";"F:min";"F:min"
35.98;38.2;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
38.2;38.5;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
38.5;38.86;"C:min";"C:(b3,5)";"C:min";"C:min"
38.86;42.66;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
42.66;43.66;"G:min";"G:(b3,5)";"G:min";"G:min"
43.66;45.44;"D:maj";"D:(3,5)";"D:maj";"D:maj"
45.44;48.96;"G:min";"G:(b3,5)";"G:min";"G:min"
48.96;50.24;"A:7/C#";"A:(3,5,b7)/C#";"A:maj";"A:maj/C#"
50.24;53;"D:maj";"D:(3,5)";"D:maj";"D:maj"
53;54.78;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
54.78;55.68;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
55.68;56.64;"A#:(3,5,b7,b9)";"A#:(3,5,b7,b9)";"A#:maj";"A#:maj"
56.64;57.5;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
57.5;58.4;"D#:(3,5,#6)";"D#:(3,5,#6)";"D#:maj";"D#:maj"
58.4;59.22;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
59.22;60.12;"C:maj";"C:(3,5)";"C:maj";"C:maj"
60.12;60.66;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
60.66;60.96;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
60.96;61.4;"G:maj";"G:(3,5)";"G:maj";"G:maj"
61.4;63.42;"G:min";"G:(b3,5)";"G:min";"G:min"
63.42;66.96;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
66.96;69.66;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
69.66;70.6;"A:(3,b5,b7)/C#";"A:(3,b5,b7)/C#";"A:maj";"A:maj/C#"
70.6;73.62;"D:maj";"D:(3,5)";"D:maj";"D:maj"
73.62;75.38;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
75.38;76.28;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
76.28;77.24;"A#:(3,5,b7,b9)";"A#:(3,5,b7,b9)";"A#:maj";"A#:maj"
77.24;78.16;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
78.16;79.08;"G:(3,b5,b7,b9)/C#";"G:(3,b5,b7,b9)/C#";"G:maj";"G:maj/C#"
79.08;80.06;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
80.06;81.02;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
81.02;81.96;"F:min";"F:(b3,5)";"F:min";"F:min"
81.96;82.84;"D#:(3,5,#6)";"D#:(3,5,#6)";"D#:maj";"D#:maj"
82.84;83.66;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
83.66;84.56;"C:maj";"C:(3,5)";"C:maj";"C:maj"
84.56;85.44;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
85.44;86.16;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
86.16;87.56;"G:maj";"G:(3,5)";"G:maj";"G:maj"
87.56;95.38;"G:min";"G:(b3,5)";"G:min";"G:min"
