start;end;shorthand;extended;majmin;majmin_inv
0.38;1.66;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
1.66;2.86;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
2.86;3.76;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
3.76;4;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
4;5.22;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
5.22;7.56;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
7.56;7.86;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
7.86;9.1;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
9.1;9.7;"C#:maj/G#";"C#:(3,5)/G#";"C#:maj";"C#:maj/G#"
9.7;10.26;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
10.26;11.32;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
11.32;11.84;"C#:maj/G#";"C#:(3,5)/G#";"C#:maj";"C#:maj/G#"
11.84;12.3;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
12.3;13.44;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
13.44;15.7;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
15.7;16;"C:dim7";"C:(b3,b5,bb7)";"C:min";"C:min"
16;17.48;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
17.48;18.66;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
18.66;19.22;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
19.22;19.72;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
19.72;20.74;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
20.74;21.34;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
21.34;21.84;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
21.84;23.04;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
23.04;24.18;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
