1.258390023,1
3.291836735,2
5.33877551,3
7.297959184,4
9.389092971,5
11.24553288,6
13.392562358,7
15.787755102,8
17.763265306,9
19.849569161,10
21.953492063,11
24.026077098,12
26.032222222,13
28.052426304,14
30.142721088,15
32.253287982,16
34.313809524,17
36.418321995,18
38.416326531,19
40.561836735,20
42.58276644,21
44.810022676,22
47.020408163,23
48.999115646,24
50.995079365,25
53.172970522,26
55.245238095,27
57.321043084,28
59.373401361,29
61.474195011,30
63.632063492,31
65.763265306,32
68.087165533,33
70.099160998,34
72.175260771,35
74.280204082,36
76.424875283,37
78.448979592,38
80.625918367,39
82.92244898,40
85.06122449,41
87.238390023,42
89.265963719,43
91.47755102,44
93.517324263,45
95.62845805,46
97.663582766,47
99.829727891,48
101.866485261,49
104.063809524,50
106.131496599,51
108.209297052,52
110.310498866,53
112.571428571,54
114.735011338,55
116.757460317,56
118.667981859,57
120.832653061,58
122.92244898,59
124.979569161,60
127.164172336,61
129.357210884,62
131.52984127,63
133.719047619,64
136.324807256,65
138.522154195,66
140.65170068,67
142.919659864,68
145.175510204,69
147.265306122,70
149.926530612,71
152.881632653,72
155.510204082,73
158.090136054,74
160.662539683,75
163.22399093,76
165.574557823,77
168.127732426,78
170.530612245,79
173.023877551,80
175.444897959,81
178.020090703,82
180.457142857,83
182.757437642,84
185.06122449,85
187.559183673,86
190.367346939,87
192.625555556,88
194.785170068,89
197.189455782,90
199.493877551,91
201.69952381,92
204.26122449,93
206.591564626,94
208.846984127,95
211.221972789,96
213.844897959,97
216.854988662,98
220.995918367,99
223.319319728,100
225.551020408,101
227.904195011,102
230.436870748,103
233.371723356,104
236.8,105
238.448979592,105.5
