start;end;shorthand;extended;majmin;majmin_inv
0.34;5.96;"D:maj";"D:(3,5)";"D:maj";"D:maj"
5.96;8.7;"E:hdim7/G";"E:(b3,b5,b7)/G";"E:min";"E:min/G"
8.7;11.62;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
11.62;14.62;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
14.62;16.44;"A:sus4";"A:(4,5)";"A:maj";"A:maj"
16.44;18.2;"A:maj";"A:(3,5)";"A:maj";"A:maj"
18.2;25.24;"D:maj";"D:(3,5)";"D:maj";"D:maj"
25.24;31.42;"E:hdim7/G";"E:(b3,b5,b7)/G";"E:min";"E:min/G"
31.42;34.92;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
34.92;36.7;"D:maj";"D:(3,5)";"D:maj";"D:maj"
36.7;38.38;"B:(3,5,b7,b9)";"B:(3,5,b7,b9)";"B:maj";"B:maj"
38.38;40.18;"E:min";"E:(b3,5)";"E:min";"E:min"
40.18;41.8;"A:(3,5,b7,b9)/A";"A:(3,5,b7,b9)/A";"A:maj";"A:maj/A"
41.8;43.72;"D:maj";"D:(3,5)";"D:maj";"D:maj"
43.72;45.52;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
45.52;48.74;"D:maj";"D:(3,5)";"D:maj";"D:maj"
48.74;52.64;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
52.64;55.08;"A:(4,5,b9)";"A:(4,5,b9)";"A:maj";"A:maj"
55.08;57.7;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
57.7;66.9;"D:maj";"D:(3,5)";"D:maj";"D:maj"
66.9;68.54;"G:maj";"G:(3,5)";"G:maj";"G:maj"
68.54;68.84;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
68.84;71.28;"A:min";"A:(b3,5)";"A:min";"A:min"
71.28;72.46;"D:7/F#";"D:(3,5,b7)/F#";"D:maj";"D:maj/F#"
72.46;75.72;"G:maj";"G:(3,5)";"G:maj";"G:maj"
75.72;77.44;"G:maj";"G:(3,5)";"G:maj";"G:maj"
77.44;77.98;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
77.98;79.98;"A:min";"A:(b3,5)";"A:min";"A:min"
79.98;81.24;"D:7/F#";"D:(3,5,b7)/F#";"D:maj";"D:maj/F#"
81.24;84.36;"G:maj";"G:(3,5)";"G:maj";"G:maj"
84.36;86.5;"E:(3,5,b7,b9)/D";"E:(3,5,b7,b9)/D";"E:maj";"E:maj/D"
86.5;88.86;"A:min";"A:(b3,5)";"A:min";"A:min"
88.86;91.1;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
91.1;93.54;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
93.54;96.8;"A:7/E";"A:(3,5,b7)/E";"A:maj";"A:maj/E"
96.8;98.72;"D:maj";"D:(3,5)";"D:maj";"D:maj"
98.72;106.82;"D:maj";"D:(3,5)";"D:maj";"D:maj"
106.82;113.7;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
113.7;120.68;"D:maj";"D:(3,5)";"D:maj";"D:maj"
120.68;127.3;"E:hdim7/G";"E:(b3,b5,b7)/G";"E:min";"E:min/G"
127.3;130.98;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
130.98;129.16;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
132.78;134.58;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
134.58;137.68;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
137.68;138.8;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
138.8;142.38;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
142.38;143.4;"G:maj";"G:(3,5)";"G:maj";"G:maj"
143.4;144.46;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
144.46;145.76;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
145.76;149.1;"A:maj";"A:(3,5)";"A:maj";"A:maj"
149.1;153.02;"D:maj";"D:(3,5)";"D:maj";"D:maj"
153.02;155.16;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
155.16;157.42;"F:7/A";"F:(3,5,b7)";"F:maj";"F:maj/A"
157.42;160.42;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
160.42;161.76;"A#:(3,5,#6)";"A#:(3,5,#6)";"A#:maj";"A#:maj"
161.76;165.52;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
165.52;166.62;"G:maj";"G:(3,5)";"G:maj";"G:maj"
166.62;167.82;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
167.82;169.22;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
169.22;170.18;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
170.18;171.08;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
171.08;177.62;"A:maj";"A:(3,5)";"A:maj";"A:maj"
177.62;192.74;"D:maj";"D:(3,5)";"D:maj";"D:maj"
