start;end;shorthand;extended;majmin;majmin_inv
0.46;3.56;"A:min";"A:(b3,5)";"A:min";"A:min"
3.56;4.32;"F:maj7";"F:(3,5,7)";"F:maj";"F:maj"
4.32;4.68;"D#:dim7";"D#:(b3,b5,bb7)";"D#:min";"D#:min"
4.68;5.08;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
5.08;6.62;"C:maj";"C:(3,5)";"C:maj";"C:maj"
6.62;8;"D:min";"D:(b3,5)";"D:min";"D:min"
8;8.76;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
8.76;9.52;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
9.52;10.22;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
10.22;11.06;"E:maj";"E:(3,5)";"E:maj";"E:maj"
11.06;12.62;"A:min";"A:(b3,5)";"A:min";"A:min"
12.62;14.2;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
14.2;15.72;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
15.72;17.28;"A:min";"A:(b3,5)";"A:min";"A:min"
17.28;18.8;"A:min";"A:(b3,5)";"A:min";"A:min"
18.8;20.38;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
20.38;21.9;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
21.9;23.42;"A:min";"A:(b3,5)";"A:min";"A:min"
23.42;23.9;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
23.9;24.76;"A:min";"A:(b3,5)";"A:min";"A:min"
24.76;26.3;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
26.3;27.8;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
27.8;28.16;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
28.16;29.36;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
29.36;30.18;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
30.18;30.98;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
30.98;31.74;"F:maj";"F:(3,5)";"F:maj";"F:maj"
