start;end;shorthand;extended;majmin;majmin_inv
0.26;2.64;"G:maj";"G:(3,5)";"G:maj";"G:maj"
2.64;4.66;"D:maj";"D:(3,5)";"D:maj";"D:maj"
4.66;6.6;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
6.6;8.08;"C:maj";"C:(3,5)";"C:maj";"C:maj"
8.08;12.58;"G:maj";"G:(3,5)";"G:maj";"G:maj"
12.58;14.64;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
14.64;19.06;"G:maj";"G:(3,5)";"G:maj";"G:maj"
19.06;20.8;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
20.8;24.52;"G:maj";"G:(3,5)";"G:maj";"G:maj"
24.52;26.26;"G:maj";"G:(3,5)";"G:maj";"G:maj"
26.26;29.04;"D:maj";"D:(3,5)";"D:maj";"D:maj"
29.04;30.24;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
30.24;31.72;"C:maj";"C:(3,5)";"C:maj";"C:maj"
31.72;36.22;"G:maj";"G:(3,5)";"G:maj";"G:maj"
36.22;38.12;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
38.12;41.16;"G:maj";"G:(3,5)";"G:maj";"G:maj"
41.16;43.72;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
43.72;46.88;"G:maj";"G:(3,5)";"G:maj";"G:maj"
46.88;49.3;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
49.3;51.92;"G:maj";"G:(3,5)";"G:maj";"G:maj"
51.92;54.52;"E:min";"E:(b3,5)";"E:min";"E:min"
54.52;57.44;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
57.44;58.66;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
58.66;60.04;"A:min";"A:(b3,5)";"A:min";"A:min"
60.04;64.42;"E:min";"E:(b3,5)";"E:min";"E:min"
64.42;66.94;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
66.94;70.64;"E:min";"E:(b3,5)";"E:min";"E:min"
70.64;72.74;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
72.74;76.06;"G:maj";"G:(3,5)";"G:maj";"G:maj"
76.06;78.3;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
78.3;80.46;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
80.46;81.98;"G:maj";"G:(3,5)";"G:maj";"G:maj"
81.98;84.54;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
84.54;88.5;"G:maj";"G:(3,5)";"G:maj";"G:maj"
88.5;93.36;"G:min";"G:(b3,5)";"G:min";"G:min"
93.36;98.6;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
98.6;103.82;"G:min";"G:(b3,5)";"G:min";"G:min"
103.82;105.22;"D:maj";"D:(3,5)";"D:maj";"D:maj"
105.22;105.92;"D:min";"D:(b3,5)";"D:min";"D:min"
105.92;106.64;"F:7/C";"F:(3,5,b7)/C";"F:maj";"F:maj/C"
106.64;108.7;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
108.7;109.98;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
109.98;112.64;"F:maj";"F:(3,5)";"F:maj";"F:maj"
112.64;113.8;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
113.8;115.42;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
115.42;121.42;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
121.42;123.32;"D:7/F#";"D:(3,5,b7)/F#";"D:maj";"D:maj/F#"
123.32;126.52;"G:min";"G:(b3,5)";"G:min";"G:min"
126.52;128.84;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
128.84;132.16;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
132.16;134.22;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
134.22;137.54;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
137.54;140.7;"D:maj";"D:(3,5)";"D:maj";"D:maj"
140.7;144.18;"G:maj";"G:(3,5)";"G:maj";"G:maj"
144.18;146.38;"D:maj";"D:(3,5)";"D:maj";"D:maj"
146.38;147.74;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
147.74;150.36;"C:maj";"C:(3,5)";"C:maj";"C:maj"
150.36;154.56;"G:maj";"G:(3,5)";"G:maj";"G:maj"
154.56;157.68;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
157.68;161.4;"E:min";"E:(b3,5)";"E:min";"E:min"
161.4;163.6;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
163.6;167.36;"G:maj";"G:(3,5)";"G:maj";"G:maj"
167.36;169.36;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
169.36;171.48;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
171.48;173.18;"G:maj";"G:(3,5)";"G:maj";"G:maj"
173.18;175.64;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
175.64;178.78;"G:maj";"G:(3,5)";"G:maj";"G:maj"
178.78;183.3;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
183.3;184.22;"G:maj";"G:(3,5)";"G:maj";"G:maj"
