start;end;pitch;pitchclass;instrument
1.2000;1.4800;57;9;"piano"
1.2000;1.4800;62;2;"piano"
1.2000;1.4800;66;6;"piano"
1.2000;1.3525;50;2;"piano"
1.3500;1.4825;49;1;"piano"
1.4800;1.7800;57;9;"piano"
1.4800;1.7800;62;2;"piano"
1.4800;1.7800;66;6;"piano"
1.4800;1.6325;50;2;"piano"
1.6300;1.7825;49;1;"piano"
1.7800;2.0800;57;9;"piano"
1.7800;2.0800;62;2;"piano"
1.7800;2.0800;66;6;"piano"
1.7800;1.9325;50;2;"piano"
1.9300;2.0825;49;1;"piano"
2.0800;2.3000;57;9;"piano"
2.0800;2.3000;62;2;"piano"
2.0800;2.3000;66;6;"piano"
2.0800;2.1525;50;2;"piano"
2.1500;2.3025;49;1;"piano"
2.3000;2.7200;57;9;"piano"
2.3000;2.7200;62;2;"piano"
2.3000;2.7200;66;6;"piano"
2.3000;2.4525;50;2;"piano"
2.4500;2.7225;49;1;"piano"
2.7200;3.0600;57;9;"piano"
2.7200;3.0600;62;2;"piano"
2.7200;3.0600;66;6;"piano"
2.7200;2.9125;50;2;"piano"
2.9100;2.9663;49;1;"piano"
2.9663;3.0600;50;2;"piano"
3.0106;3.0600;52;4;"piano"
3.0600;3.3600;57;9;"piano"
3.0600;3.3600;62;2;"piano"
3.0600;3.3600;69;9;"piano"
3.0600;3.3438;54;6;"piano"
4.6400;4.9000;57;9;"piano"
4.6400;4.9000;62;2;"piano"
4.6400;4.9000;66;6;"piano"
4.6400;4.7525;50;2;"piano"
4.7500;4.9025;49;1;"piano"
4.9000;5.1400;57;9;"piano"
4.9000;5.1400;62;2;"piano"
4.9000;5.1400;66;6;"piano"
4.9000;5.0125;50;2;"piano"
5.0100;5.1425;49;1;"piano"
5.1400;5.3800;57;9;"piano"
5.1400;5.3800;62;2;"piano"
5.1400;5.3800;66;6;"piano"
5.1400;5.2525;50;2;"piano"
5.2500;5.3825;49;1;"piano"
5.3800;5.5600;57;9;"piano"
5.3800;5.5600;62;2;"piano"
5.3800;5.5600;66;6;"piano"
5.3800;5.4637;50;2;"piano"
5.4633;5.5625;49;1;"piano"
5.5600;5.8400;57;9;"piano"
5.5600;5.8400;62;2;"piano"
5.5600;5.8400;66;6;"piano"
5.5600;5.6925;50;2;"piano"
5.6900;5.8425;49;1;"piano"
5.8400;6.1400;57;9;"piano"
5.8400;6.1400;62;2;"piano"
5.8400;6.1400;66;6;"piano"
5.8400;5.9925;50;2;"piano"
5.9900;6.0512;49;1;"piano"
6.0512;6.1400;50;2;"piano"
6.0931;6.1400;52;4;"piano"
6.1400;6.4400;57;9;"piano"
6.1400;6.4400;62;2;"piano"
6.1400;6.4400;69;9;"piano"
6.1400;6.4237;54;6;"piano"
7.6800;7.9800;62;2;"piano"
7.6800;7.9800;64;4;"piano"
7.6800;7.9800;70;10;"piano"
7.6800;7.8325;43;7;"piano"
7.8300;7.9825;42;6;"piano"
7.9800;8.2800;62;2;"piano"
7.9800;8.2800;64;4;"piano"
7.9800;8.2800;70;10;"piano"
7.9800;8.1325;43;7;"piano"
8.1300;8.2825;42;6;"piano"
8.2800;8.5800;62;2;"piano"
8.2800;8.5800;64;4;"piano"
8.2800;8.5800;70;10;"piano"
8.2800;8.4325;43;7;"piano"
8.4300;8.5825;42;6;"piano"
8.5800;8.8800;62;2;"piano"
8.5800;8.8800;64;4;"piano"
8.5800;8.8800;70;10;"piano"
8.5800;8.7325;43;7;"piano"
8.7300;8.8825;42;6;"piano"
8.8800;9.1800;62;2;"piano"
8.8800;9.1800;64;4;"piano"
8.8800;9.1800;70;10;"piano"
8.8800;9.0325;43;7;"piano"
9.0300;9.1825;42;6;"piano"
9.1800;9.4800;62;2;"piano"
9.1800;9.4800;64;4;"piano"
9.1800;9.4800;70;10;"piano"
9.1800;9.3325;43;7;"piano"
9.3300;9.3744;42;6;"piano"
