start;end;pitch;pitchclass;instrument
1.4200;1.7765;62;2;"piano"
1.4200;2.2300;50;2;"piano"
1.4200;2.2300;53;5;"piano"
1.4200;2.2300;57;9;"piano"
1.7723;2.1454;69;9;"piano"
2.1392;2.5206;74;2;"piano"
2.2300;2.5900;50;2;"piano"
2.2300;2.5900;53;5;"piano"
2.2300;2.5900;57;9;"piano"
2.5900;4.8071;69;9;"piano"
2.5900;5.5600;52;4;"piano"
2.5900;5.5600;55;7;"piano"
2.5900;5.5600;57;9;"piano"
4.7800;5.3792;61;1;"piano"
5.5600;5.9494;62;2;"piano"
5.5600;6.3900;50;2;"piano"
5.5600;6.3900;53;5;"piano"
5.5600;6.3900;57;9;"piano"
5.9369;6.3077;69;9;"piano"
6.3046;6.6304;74;2;"piano"
6.3900;6.6700;50;2;"piano"
6.3900;6.6700;53;5;"piano"
6.3900;6.6700;57;9;"piano"
6.6700;8.8871;69;9;"piano"
6.6700;9.6000;52;4;"piano"
6.6700;9.6000;55;7;"piano"
6.6700;9.6000;57;9;"piano"
8.8600;9.5729;61;1;"piano"
9.6000;10.6700;62;2;"piano"
9.6000;10.6700;50;2;"piano"
9.6000;10.6700;53;5;"piano"
9.6000;10.6700;57;9;"piano"
10.6700;10.9240;62;2;"piano"
10.6700;10.9200;50;2;"piano"
10.6700;10.9200;53;5;"piano"
10.6700;10.9200;57;9;"piano"
10.9200;11.6310;69;9;"piano"
10.9200;11.9900;45;9;"piano"
10.9200;11.9900;53;5;"piano"
10.9200;11.9900;57;9;"piano"
11.9900;12.2600;69;9;"piano"
11.9900;12.2600;45;9;"piano"
11.9900;12.2600;53;5;"piano"
11.9900;12.2600;57;9;"piano"
12.2600;13.3710;69;9;"piano"
12.2600;12.7230;61;1;"piano"
12.2600;12.7230;64;4;"piano"
12.2600;13.4500;45;9;"piano"
12.2600;13.4500;57;9;"piano"
12.7150;13.1880;62;2;"piano"
12.7150;13.1880;65;5;"piano"
13.1850;13.5210;64;4;"piano"
13.1850;13.5210;67;7;"piano"
13.4500;13.8200;69;9;"piano"
13.4500;13.8200;45;9;"piano"
13.4500;13.8200;57;9;"piano"
13.8200;17.5800;62;2;"piano"
13.8200;17.5800;65;5;"piano"
13.8200;17.5800;69;9;"piano"
13.8200;17.5800;50;2;"piano"
13.8200;17.5800;57;9;"piano"
17.5800;17.9160;50;2;"voice"
17.5800;18.5700;57;9;"piano"
17.5800;18.5700;62;2;"piano"
17.5800;18.5700;65;5;"piano"
17.5800;18.5700;50;2;"piano"
17.9120;18.3280;53;5;"voice"
18.3990;19.0200;57;9;"voice"
18.5700;19.0200;57;9;"piano"
18.5700;19.0200;62;2;"piano"
18.5700;19.0200;65;5;"piano"
18.5700;19.0200;50;2;"piano"
19.0200;20.5200;62;2;"voice"
19.0200;21.0200;57;9;"piano"
19.0200;21.0200;62;2;"piano"
19.0200;21.0200;65;5;"piano"
19.0200;21.0200;50;2;"piano"
20.5200;21.0200;57;9;"voice"
21.0200;21.4760;53;5;"voice"
21.0200;21.8900;57;9;"piano"
21.0200;21.8900;62;2;"piano"
21.0200;21.8900;65;5;"piano"
21.0200;21.8900;50;2;"piano"
21.4720;21.7850;52;4;"voice"
21.8050;22.1400;50;2;"voice"
21.8900;22.1400;57;9;"piano"
21.8900;22.1400;62;2;"piano"
21.8900;22.1400;65;5;"piano"
21.8900;22.1400;50;2;"piano"
