start;end;pitch;pitchclass;instrument
0.2000;0.9600;48;0;"piano"
0.9600;2.0215;53;5;"piano"
0.9600;2.0215;57;9;"piano"
0.9600;2.2090;48;0;"piano"
0.9600;2.0215;41;5;"piano"
2.0100;2.4025;52;4;"piano"
2.0100;2.4025;55;7;"piano"
2.0100;2.4025;36;0;"piano"
2.4800;4.8471;48;0;"piano"
2.4800;4.8471;52;4;"piano"
2.4800;4.8471;55;7;"piano"
2.4800;4.8471;36;0;"piano"
4.8200;5.3629;51;3;"piano"
4.8200;5.3629;53;5;"piano"
4.8200;5.3629;57;9;"piano"
4.8200;5.3629;41;5;"piano"
5.8000;6.9815;50;2;"piano"
5.8000;6.9700;53;5;"piano"
5.8000;6.9815;58;10;"piano"
5.8000;6.9815;34;10;"piano"
6.9700;7.3050;48;0;"piano"
6.9700;7.3050;53;5;"piano"
6.9700;7.3050;57;9;"piano"
6.9700;7.3050;41;5;"piano"
7.3600;9.6000;48;0;"piano"
7.3600;9.6000;53;5;"piano"
7.3600;9.6000;57;9;"piano"
7.3600;9.6000;41;5;"piano"
9.6000;10.4600;48;0;"piano"
9.6000;10.4600;53;5;"piano"
9.6000;10.4600;57;9;"piano"
9.6000;10.4600;41;5;"piano"
10.4600;11.5410;57;9;"piano"
10.4600;11.9200;48;0;"piano"
10.4600;11.9400;52;4;"piano"
10.4600;11.9600;36;0;"piano"
10.4600;11.9600;46;10;"piano"
11.5300;11.9200;55;7;"piano"
11.9200;11.9240;55;7;"piano"
11.9200;14.9220;48;0;"piano"
11.9200;14.8480;41;5;"piano"
11.9200;14.8480;45;9;"piano"
12.1700;14.0000;53;5;"piano"
14.0000;14.2500;52;4;"piano"
14.2500;14.5000;53;5;"piano"
15.0000;15.2540;55;7;"piano"
15.0000;15.5310;48;0;"piano"
15.0000;15.5310;53;5;"piano"
15.0000;15.9000;41;5;"piano"
15.2500;15.7720;57;9;"piano"
15.9000;17.0010;57;9;"piano"
15.9000;17.4000;48;0;"piano"
15.9000;17.4200;52;4;"piano"
15.9000;17.4400;36;0;"piano"
15.9000;17.4400;46;10;"piano"
16.9900;17.4040;55;7;"piano"
17.4000;19.3420;53;5;"piano"
17.4000;19.3420;48;0;"piano"
17.4000;19.2140;41;5;"piano"
17.4000;19.2140;45;9;"piano"
19.7000;20.8400;57;9;"voice"
19.7000;20.8400;48;0;"piano"
19.7000;20.8400;53;5;"piano"
19.7000;20.8400;57;9;"piano"
19.7000;20.8400;41;5;"piano"
20.8400;21.9100;57;9;"voice"
20.8400;21.9210;53;5;"piano"
20.8400;21.9210;57;9;"piano"
20.8400;22.1090;48;0;"piano"
20.8400;21.9210;41;5;"piano"
21.9100;22.4000;55;7;"voice"
21.9100;22.3170;52;4;"piano"
21.9100;22.3170;55;7;"piano"
21.9100;22.3170;36;0;"piano"
22.4000;23.4600;55;7;"voice"
22.4000;24.5670;48;0;"piano"
22.4000;24.5670;52;4;"piano"
22.4000;24.5670;55;7;"piano"
22.4000;24.5670;36;0;"piano"
23.4600;24.5400;55;7;"voice"
24.5400;25.7200;57;9;"voice"
24.5400;25.6420;51;3;"piano"
24.5400;25.6420;53;5;"piano"
24.5400;25.6420;57;9;"piano"
24.5400;25.6420;41;5;"piano"
25.7200;26.8300;58;10;"voice"
25.7200;26.8410;50;2;"piano"
25.7200;26.8300;53;5;"piano"
25.7200;26.8410;58;10;"piano"
25.7200;26.8410;34;10;"piano"
26.8300;28.1600;57;9;"voice"
26.8300;27.8410;48;0;"piano"
26.8300;27.8410;53;5;"piano"
26.8300;27.8410;57;9;"piano"
26.8300;27.8410;41;5;"piano"
28.1600;30.5800;57;9;"voice"
28.1600;30.5800;48;0;"piano"
28.1600;30.5800;53;5;"piano"
28.1600;30.5800;57;9;"piano"
28.1600;30.5800;41;5;"piano"
30.5800;31.2600;57;9;"voice"
30.5800;31.2600;48;0;"piano"
30.5800;31.2600;53;5;"piano"
30.5800;31.2600;57;9;"piano"
30.5800;31.2600;41;5;"piano"
31.2600;32.5300;57;9;"voice"
31.2600;32.5410;57;9;"piano"
31.2600;33.1400;48;0;"piano"
