start;end;pitch;pitchclass;instrument
1.5600;1.7325;62;2;"piano"
1.5600;1.7325;50;2;"piano"
1.7300;1.8625;67;7;"piano"
1.7300;1.8625;55;7;"piano"
1.8600;1.9406;70;10;"piano"
1.8600;1.9406;58;10;"piano"
1.9500;2.2550;74;2;"piano"
1.9500;2.2550;62;2;"piano"
2.2500;2.5150;70;10;"piano"
2.2500;2.5150;58;10;"piano"
2.5100;2.7938;67;7;"piano"
2.5100;2.7938;55;7;"piano"
2.8100;3.2800;62;2;"piano"
2.8100;3.2800;50;2;"piano"
3.2800;3.4325;75;3;"piano"
3.2800;3.4325;63;3;"piano"
3.4300;3.5425;74;2;"piano"
3.4300;3.5425;62;2;"piano"
3.5400;3.6606;75;3;"piano"
3.5400;3.6606;63;3;"piano"
3.6700;3.9350;74;2;"piano"
3.6700;3.9350;62;2;"piano"
3.9300;4.1550;70;10;"piano"
3.9300;4.1550;58;10;"piano"
4.1500;4.4337;67;7;"piano"
4.1500;4.4337;55;7;"piano"
4.4500;4.9069;62;2;"piano"
4.4500;4.9069;50;2;"piano"
4.9000;5.0125;63;3;"piano"
4.9000;5.0125;51;3;"piano"
5.0100;5.1425;62;2;"piano"
5.0100;5.1425;50;2;"piano"
5.1400;5.2313;63;3;"piano"
5.1400;5.2313;51;3;"piano"
5.2500;5.5550;65;5;"piano"
5.2500;5.5550;53;5;"piano"
5.5500;5.8150;62;2;"piano"
5.5500;5.8150;50;2;"piano"
5.8100;6.1150;60;0;"piano"
5.8100;6.1150;48;0;"piano"
6.1100;6.3750;58;10;"piano"
6.1100;6.3750;46;10;"piano"
6.3700;6.6750;57;9;"piano"
6.3700;6.6750;45;9;"piano"
6.6700;6.8763;55;7;"piano"
6.6700;6.8763;43;7;"piano"
6.9700;7.0356;55;7;"piano"
6.9700;7.0144;57;9;"piano"
6.9700;7.0356;43;7;"piano"
6.9700;7.0144;45;9;"piano"
7.0519;7.1175;58;10;"piano"
7.0519;7.0613;57;9;"piano"
7.0519;7.1175;46;10;"piano"
7.0519;7.0613;45;9;"piano"
7.1344;7.2000;57;9;"piano"
7.1344;7.2000;45;9;"piano"
7.2163;7.2819;58;10;"piano"
7.2163;7.2819;46;10;"piano"
7.2981;7.3638;57;9;"piano"
7.2981;7.3638;45;9;"piano"
7.3800;7.4456;58;10;"piano"
7.3800;7.4456;46;10;"piano"
7.4625;7.5281;57;9;"piano"
7.4625;7.5281;45;9;"piano"
7.5444;7.6100;58;10;"piano"
7.5444;7.6100;46;10;"piano"
7.6263;7.6919;57;9;"piano"
7.6263;7.6919;45;9;"piano"
7.7081;7.7738;58;10;"piano"
7.7081;7.7738;46;10;"piano"
7.7763;7.9700;55;7;"piano"
7.7763;7.9700;43;7;"piano"
7.8231;7.9700;57;9;"piano"
7.8256;7.9700;45;9;"piano"
7.9700;8.3969;55;7;"piano"
7.9700;8.3969;43;7;"piano"
8.4200;8.5750;57;9;"piano"
8.4200;8.5750;45;9;"piano"
8.5700;8.7425;55;7;"piano"
8.5700;8.7425;43;7;"piano"
8.7400;8.7963;57;9;"piano"
8.7400;8.7963;45;9;"piano"
8.8900;8.9556;55;7;"piano"
8.8900;8.9344;57;9;"piano"
8.8900;8.9556;43;7;"piano"
8.8900;8.9344;45;9;"piano"
8.9719;9.0375;58;10;"piano"
8.9719;8.9812;57;9;"piano"
8.9719;9.0375;46;10;"piano"
8.9719;8.9812;45;9;"piano"
9.0544;9.1200;57;9;"piano"
9.0544;9.1200;45;9;"piano"
9.1363;9.2019;58;10;"piano"
9.1363;9.2019;46;10;"piano"
9.2181;9.2837;57;9;"piano"
9.2181;9.2837;45;9;"piano"
9.3000;9.3656;58;10;"piano"
9.3000;9.3656;46;10;"piano"
9.4075;9.4881;57;9;"piano"
9.4075;9.4881;45;9;"piano"
9.5044;9.5700;58;10;"piano"
9.5044;9.5700;46;10;"piano"
9.5862;9.6519;57;9;"piano"
9.5862;9.6519;45;9;"piano"
9.6681;9.7338;58;10;"piano"
9.6681;9.7338;46;10;"piano"
9.7363;9.9900;55;7;"piano"
9.7363;9.9900;43;7;"piano"
9.8431;9.9900;57;9;"piano"
9.8431;9.9900;45;9;"piano"
9.9900;10.2930;55;7;"piano"
9.9900;10.2930;43;7;"piano"
10.6900;11.0700;50;2;"voice"
10.6900;11.0750;62;2;"piano"
10.6900;11.0750;50;2;"piano"
11.0700;11.3750;58;10;"voice"
11.0700;11.3750;70;10;"piano"
11.0700;11.3750;58;10;"piano"
11.3700;11.6540;57;9;"voice"
11.3700;11.6750;69;9;"piano"
11.3700;11.6750;57;9;"piano"
11.6700;11.9700;55;7;"voice"
11.6700;11.9750;67;7;"piano"
11.6700;11.9750;55;7;"piano"
11.9700;12.2350;54;6;"voice"
11.9700;12.2350;66;6;"piano"
11.9700;12.2350;54;6;"piano"
12.2300;12.4940;57;9;"voice"
12.2300;12.5150;69;9;"piano"
12.2300;12.5150;57;9;"piano"
12.5100;12.7900;58;10;"voice"
12.5100;12.7410;70;10;"piano"
12.5100;12.7200;58;10;"piano"
12.7200;12.7900;57;9;"piano"
12.7410;12.7900;69;9;"piano"
12.7900;13.0950;60;0;"voice"
12.7900;13.0780;72;0;"piano"
12.7900;13.0780;60;0;"piano"
13.0900;13.3340;58;10;"voice"
13.0900;13.3550;70;10;"piano"
13.0900;13.3550;58;10;"piano"
13.3500;13.6300;57;9;"voice"
13.3500;13.6350;69;9;"piano"
13.3500;13.6350;57;9;"piano"
13.6300;13.9100;55;7;"voice"
13.6300;13.9150;67;7;"piano"
13.6300;13.9150;55;7;"piano"
13.9100;14.1700;58;10;"voice"
13.9100;14.1750;70;10;"piano"
13.9100;14.1750;58;10;"piano"
14.1700;14.4500;60;0;"voice"
14.1700;14.4340;72;0;"piano"
14.1700;14.4340;60;0;"piano"
