start;end;pitch;pitchclass;instrument
1.1400;2.0400;47;11;"piano"
1.1400;2.0400;54;6;"piano"
2.0400;2.5275;47;11;"piano"
2.0400;2.5275;54;6;"piano"
2.6400;3.4000;62;2;"piano"
2.6400;3.4000;71;11;"piano"
3.4000;3.8963;62;2;"piano"
3.4000;3.8963;71;11;"piano"
4.0600;4.8600;47;11;"piano"
4.0600;4.8600;54;6;"piano"
4.8600;5.3533;47;11;"piano"
4.8600;5.3533;54;6;"piano"
5.5000;6.2800;62;2;"piano"
5.5000;6.2800;66;6;"piano"
6.2800;6.7704;62;2;"piano"
6.2800;6.7704;66;6;"piano"
6.9000;7.6600;47;11;"piano"
6.9000;7.6600;55;7;"piano"
7.6600;8.1504;47;11;"piano"
7.6600;8.1504;55;7;"piano"
8.2800;9.0883;61;1;"piano"
8.2800;9.0883;64;4;"piano"
9.0800;9.5742;59;11;"piano"
9.0800;9.5742;62;2;"piano"
9.5700;9.8044;58;10;"piano"
9.5700;9.8044;61;1;"piano"
9.8200;10.5200;59;11;"piano"
9.8200;10.5200;62;2;"piano"
9.8200;10.5200;47;11;"piano"
9.8200;10.5200;54;6;"piano"
10.5200;11.0100;47;11;"piano"
10.5200;11.0100;54;6;"piano"
11.1400;11.9480;66;6;"piano"
11.1400;11.9480;74;2;"piano"
11.9400;12.2940;64;4;"piano"
11.9400;12.2940;73;1;"piano"
12.2900;12.6830;62;2;"piano"
12.2900;12.6830;71;11;"piano"
12.7600;13.5200;64;4;"piano"
12.7600;13.5200;73;1;"piano"
12.7600;13.5200;47;11;"piano"
12.7600;13.5200;55;7;"piano"
13.5200;14.0250;47;11;"piano"
13.5200;14.0250;55;7;"piano"
14.2400;15.1280;61;1;"piano"
14.2400;15.1280;64;4;"piano"
15.1200;15.6140;59;11;"piano"
15.1200;15.6140;62;2;"piano"
15.6100;15.9020;58;10;"piano"
15.6100;15.9020;61;1;"piano"
15.9400;16.7000;59;11;"piano"
15.9400;16.7000;62;2;"piano"
15.9400;16.7000;47;11;"piano"
15.9400;16.7000;54;6;"piano"
16.7000;17.1760;47;11;"piano"
16.7000;17.1760;54;6;"piano"
17.2200;17.7200;62;2;"piano"
17.2200;17.7200;71;11;"piano"
