start;end;pitch;pitchclass;instrument
2.5800;3.3883;82;10;"piano"
2.5800;2.9046;58;10;"piano"
2.9046;3.1392;61;1;"piano"
3.1392;3.3800;65;5;"piano"
3.3800;3.8883;81;9;"piano"
3.3800;3.5446;60;0;"piano"
3.5446;3.7123;63;3;"piano"
3.7123;3.8800;65;5;"piano"
3.8800;4.5083;82;10;"piano"
3.8800;4.1246;61;1;"piano"
4.1246;4.3323;65;5;"piano"
4.3323;4.5000;70;10;"piano"
4.5000;5.1283;77;5;"piano"
4.5000;4.6646;62;2;"piano"
4.6646;4.9123;65;5;"piano"
4.9123;5.1200;70;10;"piano"
5.1200;5.7283;80;8;"piano"
5.1200;5.3246;63;3;"piano"
5.3246;5.5523;66;6;"piano"
5.5523;5.7200;70;10;"piano"
5.7200;6.2683;78;6;"piano"
5.7200;5.9246;60;0;"piano"
5.9246;6.0923;63;3;"piano"
6.0923;6.2600;70;10;"piano"
6.2600;7.4290;77;5;"piano"
6.2600;6.4646;61;1;"piano"
6.4646;6.6723;65;5;"piano"
6.6723;6.9000;70;10;"piano"
6.9000;7.1046;65;5;"piano"
7.1046;7.3123;61;1;"piano"
7.3123;7.5983;58;10;"piano"
7.6200;8.3283;75;3;"piano"
7.6200;7.9246;59;11;"piano"
7.9246;8.0923;63;3;"piano"
8.0923;8.3200;66;6;"piano"
8.3200;8.9083;78;6;"piano"
8.3200;8.5246;58;10;"piano"
8.5246;8.6923;61;1;"piano"
8.6923;8.9000;66;6;"piano"
8.9000;9.5483;77;5;"piano"
8.9000;9.1246;57;9;"piano"
9.1246;9.3369;60;0;"piano"
9.3369;9.5400;65;5;"piano"
9.5400;10.1680;75;3;"piano"
9.5400;9.7646;53;5;"piano"
9.7646;9.9923;57;9;"piano"
9.9923;10.1600;63;3;"piano"
10.1600;10.7080;73;1;"piano"
10.1600;10.3250;54;6;"piano"
10.3250;10.4970;58;10;"piano"
10.4970;10.7000;61;1;"piano"
10.7000;11.3280;71;11;"piano"
10.7000;10.8650;51;3;"piano"
10.8650;11.0370;54;6;"piano"
11.0370;11.3200;59;11;"piano"
11.3200;11.9470;70;10;"piano"
11.3200;11.4990;53;5;"piano"
11.4990;11.6950;58;10;"piano"
11.6950;11.9300;61;1;"piano"
11.9300;12.5730;69;9;"piano"
11.9300;12.1450;53;5;"piano"
12.1450;12.4320;60;0;"piano"
12.4320;12.6000;63;3;"piano"
12.6000;13.7120;70;10;"piano"
12.6000;13.2880;58;10;"piano"
12.8450;13.0410;61;1;"piano"
13.0410;13.2800;65;5;"piano"
13.2800;13.8880;61;1;"piano"
13.4450;13.7120;65;5;"piano"
13.7120;13.8800;70;10;"piano"
13.8800;14.5080;65;5;"piano"
14.1250;14.2920;70;10;"piano"
14.2920;14.4860;73;1;"piano"
14.5000;15.3020;70;10;"piano"
14.6650;15.1520;73;1;"piano"
15.1520;15.3640;77;5;"piano"
15.3800;16.0800;58;10;"voice"
15.3800;16.0880;70;10;"piano"
